Group,Genus,Species,Paper,Authors,Journal,Year,Link,Sex,Experiment_location,Wing Beat Frequency (Hz),WBF,Tethered_Free,Circadian Time,Circadian time when WBF measured,WBF measuring method
Cx. tarsalis,Culex,tarsalis,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,290,Mean 290,Free,,,
Cx. tarsalis,Culex,tarsalis,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,395.33,"395.33 ± 4.56 (SE) (112.06, SD)",Free,,,
Cx. tritaeniorhynchus,Culex,tritaeniorhynchus,Response of female mosquitoes of Culex tritaeniorhynchus to sound traps of various wingbeat frequencies with hamsters and dry ice,,Medical Entomology and Zoology,1988,https://doi.org/10.7601/mez.39.67,Male,Lab,570,"570, SD: 33.7, SEM: 9.7",Free,,,
Cx. tritaeniorhynchus,Culex,tritaeniorhynchus,Response of female mosquitoes of Culex tritaeniorhynchus to sound traps of various wingbeat frequencies with hamsters and dry ice,,Medical Entomology and Zoology,1988,https://doi.org/10.7601/mez.39.67,Female,Lab,329.8,"329.8, SD: 26.4, SEM: 8.3",Free,,,
Cx. tritaeniorhynchus,Culex,tritaeniorhynchus,"Wing Beat Frequency of Japanese Encephalitis Vectors, Culex tritaeniorhynchus and gelidus in Andhra Pradesh",Babu T.K.; Murty U.; Kumar M.; Ahmad A.,,2011,https://www.semanticscholar.org/paper/Wing-Beat-Frequency-o-f-Japanese-Encephalitis-Babu-Murty/a70900a8731876f1a965164495d90fc568496f23,Male,Lab,465,465 ± 15 (SD),Tethered,14 L: 10 D,,
Cx. tritaeniorhynchus,Culex,tritaeniorhynchus,"Wing Beat Frequency of Japanese Encephalitis Vectors, Culex tritaeniorhynchus and gelidus in Andhra Pradesh",Babu T.K.; Murty U.; Kumar M.; Ahmad A.,,2011,https://www.semanticscholar.org/paper/Wing-Beat-Frequency-o-f-Japanese-Encephalitis-Babu-Murty/a70900a8731876f1a965164495d90fc568496f23,Female,Lab,403,403 ± 7.5 (SD),Tethered,14 L: 10 D,,
De. cancer,Deinocerites,cancer,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,427.65,"427.65 ± 1.45 (SE) (27.32, SD)",Free,,,
Ma. titillans,Mansonia,titillans,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,395.02,"395.02 ± 12.43 (SE) (39.30, SD)",Free,,,
Mansonia,Mansonia,Mansonia,Field study on acoustic trapping of Mansonia (Diptera: Culicidae) in Malaysia I. Mass -Trapping of Males by a Cylindrical Sound Trap,Ogawa K.,Applied Entomology and Zoology,1988,https://doi.org/10.1303/aez.23.265,Male,Lab,489,489,Tethered,,,
Mansonia,Mansonia,Mansonia,Field study on acoustic trapping of Mansonia (Diptera: Culicidae) in Malaysia I. Mass -Trapping of Males by a Cylindrical Sound Trap,Ogawa K.,Applied Entomology and Zoology,1988,https://doi.org/10.1303/aez.23.265,Female,Lab,338,338,Tethered,,,
Ps. columbiae,Psorophora,columbiae,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,411.37,"411.37 ± 1.22 (SE) (32.74, SD)",Free,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Flying in Tune: Sexual Recognition in Mosquitoes,Gibson G.; Russell I.,Current Biology,2006,https://doi.org/10.1016/j.cub.2006.05.053,Male,Lab,426,426 ± 43 Hz  (n=25),Tethered,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Flying in Tune: Sexual Recognition in Mosquitoes,Gibson G.; Russell I.,Current Biology,2006,https://doi.org/10.1016/j.cub.2006.05.053,Female,Lab,415,415 ± 36 Hz (n=25),Tethered,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Humming in Tune: Sex and Species Recognition by Mosquitoes on the Wing,Gibson G.; Warren B.; Russell I.,Journal of the Association for Research in Otolaryngology,2010,https://doi.org/10.1007/s10162-010-0243-2,Male,Lab,437,437 ± 5 Hz (SD) (n=20),Free,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Humming in Tune: Sex and Species Recognition by Mosquitoes on the Wing,Gibson G.; Warren B.; Russell I.,Journal of the Association for Research in Otolaryngology,2010,https://doi.org/10.1007/s10162-010-0243-2,Female,Lab,469,469 ± 4 Hz (SD) (n=20),Free,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Nanometre-range acoustic sensitivity in male and female mosquitoes,Göpfert M.C.; Robert D.,Proceedings of the Royal Society B,2000,https://doi.org/10.1098/rspb.2000.1021,Male,Lab,525,525 ± 27 Hz (SD) (n=7),Tethered,,,
Tx. brevipalpis,Toxorhynchites,brevipalpis,Nanometre-range acoustic sensitivity in male and female mosquitoes,Göpfert M.C.; Robert D.,Proceedings of the Royal Society B,2000,https://doi.org/10.1098/rspb.2000.1021,Female,Lab,415,415 ± 33 Hz (SD) (n=7),Tethered,,,
Tx. rutilus,Toxorhynchites,rutilus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,600.18,"600.18 ± 10.56 (SE) (81.81, SD)",Free,,,
Ur. lowii,Uranotaenia,lowii,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,736.87,"736.87 ± 3.05 (SE) (58.52, SD)",Free,,,
Ur. lowii,Uranotaenia,lowii,Tiny spies: mosquito antennae are sensitive sensors for eavesdropping on frog calls,Pantoja-Sánchez H.; Leavell B.C.; Rendon B.; P. de-Silva W.A.P.; Singh R.; Zhou J.; Menda G.; Hoy R.R.; Miles R.N.; Sanscrainte N.D.; Bernal X.E.,Journal of Experimental Biology,2023,https://doi.org/10.1242/jeb.245359,Male,Lab,1070.5,1070.5±66.8 Hz (mean ± SD),Free,,,"FG-23329-C05, Knowles"
Ur. lowii,Uranotaenia,lowii,Tiny spies: mosquito antennae are sensitive sensors for eavesdropping on frog calls,Pantoja-Sánchez H.; Leavell B.C.; Rendon B.; P. de-Silva W.A.P.; Singh R.; Zhou J.; Menda G.; Hoy R.R.; Miles R.N.; Sanscrainte N.D.; Bernal X.E.,Journal of Experimental Biology,2023,https://doi.org/10.1242/jeb.245359,Female,Lab,824.9,824.9±66.8 Hz (mean ± SD),Free,,,"FG-23329-C05, Knowles"
Wy. mitchellii,Wyeomyia,mitchellii,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,438.37,"438.37 ± 1.78 (SE) (48.60, SD)",Free,,,
Wy. smithii,Wyeomyia,smithii,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,525.59,"525.59 ± 23.78 (SE) (173.14, SD)",Free,,,
Wy. vanduzeei,Wyeomyia,vanduzeei,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,454.91,"454.91 ± 1.50 (SE) (40.99, SD)",Free,,,
